Error,ErrorRate,ControlSignal
-0.23373,-0.4,1.2815
-0.22308,4.4828,0.26467
-0.21731,-0.4,1.2204
-0.20666,-0.4,1.1799
-0.19602,4.4828,0.16278
-0.19025,-0.4,1.1182
-0.18448,-0.4,1.097
-0.17872,-0.4,1.0758
-0.17295,-0.4,1.0545
-0.16719,-0.4,1.0331
-0.16142,4.4828,0.035138
-0.16054,-0.4,1.0098
-0.15477,-0.4,0.98832
-0.15389,-0.4,0.98633
-0.14812,-0.4,0.96478
-0.14724,-0.4,0.96274
-0.14148,4.4828,-0.035427
-0.14059,-0.4,0.93902
-0.13483,-0.4,0.91733
-0.12906,4.4828,-0.080966
-0.12818,-0.4,0.89336
-0.12241,-0.4,0.87155
-0.12153,-0.4,0.86924
-0.11577,-0.4,0.84736
-0.11,4.4828,-0.15112
-0.10912,-0.4,0.82301
-0.10823,-0.4,0.82057
-0.10247,-0.4,0.79855
-0.10159,-0.4,0.79604
-0.1007,-0.4,0.79351
-0.09982,-0.4,0.79098
-0.098937,-0.4,0.78842
-0.098055,-0.4,0.78588
-0.092289,-0.4,0.76376
-0.091406,-0.4,0.76116
-0.090523,-0.4,0.75854
-0.084758,-0.4,0.73634
-0.078992,-0.4,0.7141
-0.078109,-0.4,0.71135
-0.072344,-0.4,0.68903
-0.066578,4.4828,-0.30988
-0.065695,-0.4,0.66381
-0.05993,-0.4,0.64138
-0.054164,-0.4,0.61888
-0.053281,-0.4,0.61589
-0.047516,-0.4,0.59331
-0.04175,-0.4,0.57068
-0.035984,-0.4,0.54799
-0.030219,-0.4,0.52526
-0.024453,-0.4,0.50246
-0.02357,-0.4,0.49918
-0.017805,4.4828,-0.50025
-0.016922,-0.4,0.47297
-0.016039,-0.4,0.46961
-0.015156,-0.4,0.46624
-0.019156,-5.2828,1.459
-0.013391,-0.4,0.45948
-0.012508,-0.4,0.45608
-0.011625,-0.4,0.45267
0.68365,-5.2428,-1.7868
0.58728,-15.008,0.5454
0.42743,-15.008,1.1798
0.29199,-10.126,0.74152
0.22003,-5.2428,0.050319
0.17248,-5.2428,0.23856
0.12006,-5.2428,0.44684
0.077394,-0.36,-0.36002
0.034731,-5.2428,0.78666
0.0067172,-5.2428,0.89851
-0.016414,-5.2428,0.99108
-0.034663,-5.2428,1.0643
-0.067559,-5.2428,1.1964
-0.095573,-0.36,0.33272
-0.1187,-0.36,0.42635
-0.12719,-0.36,0.4615
-0.15032,-0.36,0.55543
-0.17345,-5.2428,1.6261
-0.19658,-0.36,0.74395
-0.21971,-5.2428,1.8151
-0.23796,-0.36,0.91385
-0.24644,-0.36,0.95019
-0.25004,-0.36,0.96706
-0.239,4.5228,-0.051267
-0.22795,4.5228,-0.093119
-0.21202,-0.36,0.82192
-0.19608,4.5228,-0.21634
-0.17527,-0.36,0.67881
-0.15934,4.5228,-0.35981
-0.14341,-0.36,0.55454
-0.12748,4.5228,-0.48441
-0.11643,-0.36,0.44916
-0.10538,-0.36,0.40604
-0.099214,-0.36,0.38239
-0.093048,-0.36,0.35867
-0.096648,-0.36,0.37402
-0.10025,-0.36,0.3894
-0.10385,-0.36,0.40482
-0.11233,-0.36,0.43983
-0.11593,-0.36,0.45537
-0.12441,-0.36,0.49049
-0.12313,-0.36,0.48658
-0.13161,-0.36,0.52178
-0.12545,-0.36,0.49838
-0.12905,-0.36,0.51406
-0.12288,-0.36,0.49064
-0.1216,4.5228,-0.48982
-0.12032,-0.36,0.48282
-0.11903,4.5228,-0.49767
-0.11775,-0.36,0.47495
-0.12135,-0.36,0.49054
-0.12007,-0.36,0.48659
-0.11879,-0.36,0.48263
-0.1175,-0.36,0.47869
-0.1211,-0.36,0.49429
-0.11982,-0.36,0.49035
-0.11854,-0.36,0.48642
-0.11725,-0.36,0.48247
-0.11597,-0.36,0.47849
-0.10981,-0.36,0.45493
-0.10364,-0.36,0.43131
-0.092592,-0.36,0.38806
-0.081544,4.5228,-0.63183
-0.075378,-0.36,0.32085
-0.06433,-0.36,0.27734
-0.053281,4.5228,-0.74283
-0.051998,-0.36,0.22912
-0.045833,-0.36,0.20492
-0.039667,4.5228,-0.79588
-0.038384,-0.36,0.17595
-0.037102,-0.36,0.17119
-0.035819,-0.36,0.16641
-0.029653,4.5228,-0.83449
-0.02837,-0.36,0.13722
-0.022205,-0.36,0.1128
-0.016039,-0.36,0.088335
-0.014756,-0.36,0.08335
-0.0085906,-0.36,0.058791
-0.0073078,-0.36,0.053732
-0.0011422,-0.36,0.029094
0.00014062,-0.36,0.02396
0.0014234,-0.36,0.018803
0.0027062,-0.36,0.013633
-0.00089375,-0.36,0.028016
0.00038906,4.5228,-0.95367
-0.0032109,-0.36,0.037305
-0.0068109,-0.36,0.051757
-0.010411,-0.36,0.066245
-0.014011,-0.36,0.080769
-0.017611,-0.36,0.095329
-0.016328,4.5228,-0.88618
-0.015045,-0.36,0.085406
-0.013762,4.5228,-0.89612
-0.01248,-0.36,0.075442
-0.011197,-0.36,0.070436
-0.0099141,-0.36,0.065412
-0.0086312,-0.36,0.06038
-0.012231,-5.2428,1.0514
-0.010948,-0.36,0.069829
-0.014548,-0.36,0.084343
-0.013266,4.5228,-0.89721
-0.016866,-0.36,0.0939
-0.020466,-0.36,0.10849
-0.024066,-0.36,0.12311
-0.022783,-0.36,0.11819
-0.0215,-0.36,0.11327
-0.015334,4.5228,-0.88777
-0.014052,-0.36,0.083807
-0.0078859,-0.36,0.059246
0.0031625,-0.36,0.015059
0.014211,4.5228,-1.0058
0.020377,-0.36,-0.054044
0.031425,-0.36,-0.098515
0.037591,-0.36,-0.12354
0.043756,-0.36,-0.14862
0.049922,4.5228,-1.1503
0.051205,-0.36,-0.17937
0.052488,-0.36,-0.18501
0.05377,4.5228,-1.1672
0.05017,-0.36,-0.17677
0.051453,-0.36,-0.1824
0.052736,-0.36,-0.18805
0.054019,-0.36,-0.1937
0.060184,4.5228,-1.1955
0.061467,-0.36,-0.22465
0.067633,-0.36,-0.24997
0.073798,4.5228,-1.2519
0.079964,4.5228,-1.2773
0.081247,-0.36,-0.30667
0.08253,-0.36,-0.31264
0.083813,-0.36,-0.31861
0.080213,-5.2428,0.67152
0.081495,-0.36,-0.31101
0.082778,-0.36,-0.31698
0.079178,-0.36,-0.30339
0.075578,-0.36,-0.28976
0.067095,-0.36,-0.25654
0.063495,-0.36,-0.24279
0.059895,-0.36,-0.22899
0.056295,4.5228,-1.1917
0.052695,-0.36,-0.20128
0.049095,-0.36,-0.18739
0.050378,-0.36,-0.19302
0.051661,-0.36,-0.19866
0.052944,4.5228,-1.1809
0.049344,-0.36,-0.19041
0.050627,-0.36,-0.19605
0.056792,4.5228,-1.1978
0.058075,-0.36,-0.22695
0.059358,-0.36,-0.23267
0.060641,-0.36,-0.2384
0.066806,-0.36,-0.2637
0.068089,-0.36,-0.2695
0.074255,-0.36,-0.29487
0.08042,4.5228,-1.2969
0.086586,4.5228,-1.3223
0.087869,-0.36,-0.35176
0.098917,4.5228,-1.3735
0.10508,4.5228,-1.3991
0.11125,4.5228,-1.4248
0.11741,4.5228,-1.4506
0.12358,4.5228,-1.4765
0.12975,4.5228,-1.5024
0.13103,-0.36,-0.53226
0.13719,-0.36,-0.55828
0.74336,599.64,-122.98
0.73976,-0.36,-2.978
0.69221,-5.2428,-1.8184
0.56654,-15.008,0.63114
0.40669,-15.008,1.2658
0.29079,-10.126,0.74945
0.24324,-0.36,-1.0161
0.1957,-0.36,-0.82808
0.14327,-5.2428,0.35652
0.10549,-0.36,-0.47014
0.072594,-5.2428,0.63715
0.054345,-0.36,-0.26703
0.031214,-0.36,-0.17493
0.0032,-0.36,-0.06303
-0.029697,-0.36,0.068726
-0.047945,-0.36,0.14213
-0.066194,-5.2428,1.1923
-0.094208,-0.36,0.32857
-0.12222,-0.36,0.44173
-0.14535,-0.36,0.53561
-0.1636,-0.36,0.61015
-0.18673,-5.2428,1.681
-0.20498,-0.36,0.77942
-0.22811,-0.36,0.87414
-0.24148,-0.36,0.92997
-0.24996,-0.36,0.96638
-0.25356,4.5228,0.0067755
-0.25228,-0.36,0.98075
-0.24611,-0.36,0.95859
-0.23506,4.5228,-0.05974
-0.21913,4.5228,-0.12119
-0.20808,-0.36,0.81333
-0.19215,4.5228,-0.22496
-0.1811,-0.36,0.70929
-0.17006,-0.36,0.66684
-0.15901,4.5228,-0.35226
-0.15284,-0.36,0.60119
-0.14668,-0.36,0.57802
-0.14051,-0.36,0.55479
-0.13435,4.5228,-0.44504
-0.13306,-0.36,0.52774
-0.1269,4.5228,-0.47216
-0.12073,4.5228,-0.49557
-0.11945,-0.36,0.47707
-0.11328,-0.36,0.45356
-0.10712,-0.36,0.42998
-0.096069,4.5228,-0.58976
-0.089903,-0.36,0.36309
-0.083738,-0.36,0.33929
-0.077572,-0.36,0.31543
-0.071406,-0.36,0.29151
-0.065241,-0.36,0.26753
-0.063958,-0.36,0.26303
-0.062675,-0.36,0.25854
-0.061392,-0.36,0.25401
-0.060109,-0.36,0.24948
-0.058827,-0.36,0.24495
-0.062427,-5.2428,1.2365
-0.061144,-0.36,0.25542
-0.064744,-0.36,0.27045
-0.063461,-0.36,0.26594
-0.062178,4.5228,-0.7151
-0.065778,-0.36,0.27651
-0.064495,-0.36,0.27204
-0.063213,-0.36,0.26756
-0.06193,4.5228,-0.71349
-0.06553,-0.36,0.27812
-0.064247,-0.36,0.27365
-0.067847,-0.36,0.28871
-0.071447,-5.2428,1.2804
-0.070164,-0.36,0.29937
-0.073764,-0.36,0.3145
-0.067598,4.5228,-0.68602
-0.071198,-0.36,0.30566
-0.069916,-0.36,0.30123
-0.068633,-0.36,0.29679
-0.062467,-0.36,0.27278
-0.061184,-0.36,0.26828
-0.055019,4.5228,-0.73236
-0.053736,-0.36,0.23963
-0.04757,-0.36,0.21548
-0.041405,-0.36,0.19126
-0.035239,-0.36,0.16699
-0.033956,-0.36,0.16222
-0.027791,-0.36,0.13787
-0.026508,-0.36,0.13302
-0.020342,-0.36,0.10859
-0.019059,-0.36,0.10367
-0.012894,-0.36,0.079168
-0.0067281,4.5228,-0.92194
-0.0005625,4.5228,-0.94654
0.00072031,-0.36,0.024905
0.0068859,-5.2428,0.97675
0.017934,-0.36,-0.044149
0.028983,-0.36,-0.08859
0.030266,-0.36,-0.094016
0.031548,-5.2428,0.87708
0.032831,-0.36,-0.10494
0.034114,-0.36,-0.1104
0.030514,-0.36,-0.096306
0.026914,-0.36,-0.082191
0.023314,-0.36,-0.068041
0.019714,-5.2428,0.9227
0.020997,-0.36,-0.059182
0.017397,-0.36,-0.044972
0.01868,-0.36,-0.050282
0.019962,-0.36,-0.0556
0.016362,-0.36,-0.04138
0.022528,4.5228,-1.0428
0.023811,-0.36,-0.071582
0.020211,-0.36,-0.0574
0.016611,-5.2428,0.93337
0.017894,-0.36,-0.048518
0.014294,-0.36,-0.034277
0.015577,-0.36,-0.039576
0.016859,-0.36,-0.044858
0.013259,-0.36,-0.030606
0.0096594,-0.36,-0.016319
0.010942,-0.36,-0.021547
0.0073422,-0.36,-0.0072169
0.008625,-0.36,-0.012416
0.005025,-0.36,0.001922
0.011191,-0.36,-0.02283
0.012473,-0.36,-0.028053
0.018639,4.5228,-1.0294
0.019922,-0.36,-0.058162
0.021205,-0.36,-0.063507
0.02737,-0.36,-0.088411
0.028653,-0.36,-0.09381
0.029936,-5.2428,0.87732
0.036102,-0.36,-0.12425
0.04715,4.5228,-1.1454
0.053316,-0.36,-0.19401
0.059481,-0.36,-0.21925
0.07053,-0.36,-0.26412
0.081578,-0.36,-0.30908
0.087744,-0.36,-0.33459
0.093909,-0.36,-0.36016
0.095192,-0.36,-0.36623
0.10136,4.5228,-1.3684
0.10264,-0.36,-0.39801
0.099041,-0.36,-0.38461
0.10032,-0.36,-0.39076
0.10161,-0.36,-0.39689
0.098006,-0.36,-0.38349
0.099289,-0.36,-0.3896
0.095689,-0.36,-0.37617
0.096972,-0.36,-0.38227
0.098255,-0.36,-0.38838
0.099538,-0.36,-0.39449
0.10082,-0.36,-0.40062
0.1021,-0.36,-0.40677
0.10827,-0.36,-0.4325
0.10955,-0.36,-0.43871
0.11083,-0.36,-0.44494
0.11212,-0.36,-0.45119
0.1134,-0.36,-0.45746
0.11468,-0.36,-0.46373
0.11108,-0.36,-0.45047
0.10748,-0.36,-0.43717
0.10388,-0.36,-0.42384
0.10028,-0.36,-0.41046
0.096683,-0.36,-0.39704
0.0882,-0.36,-0.36402
0.079717,-5.2428,0.64562
0.076117,-0.36,-0.31732
0.072517,-0.36,-0.30366
0.66892,-0.36,-2.6923
0.65067,-0.36,-2.626
0.56894,-10.126,-0.35203
0.42374,-15.008,1.2004
0.28831,-10.126,0.76214
0.21635,-5.2428,0.070974
0.17368,-5.2428,0.23969
0.13102,-5.2428,0.40882
0.093242,-0.36,-0.41771
0.060345,-5.2428,0.6897
0.037214,-0.36,-0.19479
0.0092,-5.2428,0.89359
-0.018814,-5.2428,1.0057
-0.041945,-0.36,0.12198
-0.065077,-0.36,0.21506
-0.088208,-5.2428,1.2849
-0.11622,-5.2428,1.398
-0.14424,-5.2428,1.5114
-0.16248,-0.36,0.60936
-0.18562,-5.2428,1.6802
-0.19898,-0.36,0.75902
-0.21235,-0.36,0.81456
-0.22083,-0.36,0.85068
-0.22931,-5.2428,1.8634
-0.22315,-0.36,0.86443
-0.2121,-0.36,0.82239
-0.19617,-0.36,0.7607
-0.18024,-0.36,0.69883
-0.15942,-0.36,0.61725
-0.14349,-0.36,0.55501
-0.12268,4.5228,-0.5035
-0.11651,-5.2428,1.4261
-0.10546,-0.36,0.40646
-0.10418,-0.36,0.40237
-0.10778,-0.36,0.41784
-0.11626,-0.36,0.45289
-0.12475,-0.36,0.48805
-0.13811,-0.36,0.54283
-0.14659,-0.36,0.5782
-0.15996,-5.2428,1.6098
-0.16356,-0.36,0.64922
-0.17204,-0.36,0.68485
-0.17076,-0.36,0.68143
-0.17436,-5.2428,1.6741
-0.16819,-0.36,0.67458
-0.16203,-0.36,0.65156
-0.15586,-0.36,0.62849
-0.1497,-0.36,0.60533
-0.13377,4.5228,-0.43354
-0.1276,-0.36,0.51967
-0.11655,4.5228,-0.49986
-0.11527,-0.36,0.47273
-0.10422,4.5228,-0.54694
-0.10294,-0.36,0.42553
-0.096772,-0.36,0.40186
-0.095489,-0.36,0.39769
-0.089323,-0.36,0.37395
-0.088041,-0.36,0.36971
-0.081875,-0.36,0.34591
-0.080592,-0.36,0.34158
-0.069544,-0.36,0.29812
-0.063378,-0.36,0.27411
-0.047447,4.5228,-0.76564
-0.041281,-0.36,0.1867
-0.030233,-0.36,0.14284
-0.024067,-0.36,0.11843
-0.017902,-0.36,0.093963
-0.016619,-0.36,0.088996
-0.015336,-0.36,0.084032
-0.023819,-0.36,0.11817
-0.027419,-0.36,0.13283
-0.031019,4.5228,-0.82904
-0.034619,-0.36,0.16227
-0.038219,-0.36,0.17703
-0.032053,-0.36,0.15272
-0.035653,-0.36,0.16746
-0.029488,-0.36,0.14311
-0.028205,-0.36,0.13827
-0.022039,-0.36,0.11385
-0.020756,-0.36,0.10892
-0.014591,-0.36,0.084425
-0.013308,-0.36,0.079425
-0.012025,-0.36,0.074423
-0.015625,-0.36,0.088963
-0.019225,-0.36,0.10354
-0.027708,-5.2428,1.1142
-0.026425,-0.36,0.13281
-0.034908,-0.36,0.16704
-0.033625,-0.36,0.16223
-0.037225,-0.36,0.17699
-0.040825,-0.36,0.19178
-0.044425,-0.36,0.2066
-0.043142,-0.36,0.20193
-0.046742,-0.36,0.21678
-0.045459,-0.36,0.2121
-0.044177,-0.36,0.20742
-0.038011,-0.36,0.18317
-0.031845,-0.36,0.15886
-0.020797,-0.36,0.11492
-0.0097484,-0.36,0.070855
0.0061828,4.5228,-0.96942
0.012348,-0.36,-0.017623
0.023397,-0.36,-0.062018
0.029563,-0.36,-0.086954
0.030845,-0.36,-0.092395
0.032128,-0.36,-0.097844
0.028528,-0.36,-0.083746
0.024928,-0.36,-0.069626
0.026211,-0.36,-0.075026
0.022611,-0.36,-0.060868
0.028777,-0.36,-0.085785
0.030059,-0.36,-0.091204
0.036225,-0.36,-0.1162
1.1101,-0.43216,-4.3538
1.11,-0.53839,-4.3325
1.1041,-0.6425,-4.2879
1.102,-0.74406,-4.2591
1.094,-0.8427,-4.2075
1.0899,-0.938,-4.1721
1.08,-1.0296,-4.1142
1.0693,-1.1171,-4.0536
1.0576,-1.2003,-3.9905
1.0501,-1.2787,-3.9446
1.0369,-1.352,-3.8771
1.023,-1.42,-3.8079
1.0084,-1.4824,-3.7372
0.99329,-1.539,-3.6654
0.9825,-1.5895,-3.6121
0.96636,-1.6337,-3.5387
0.94981,-1.6715,-3.4649
0.93291,-1.7026,-3.3911
0.92063,-1.7271,-3.3371
0.90326,-1.7447,-3.2641
0.88575,-1.7555,-3.1919
0.86816,-1.7593,-3.1208
0.85058,-1.7562,-3.0511
0.83307,-1.7461,-2.9831
0.8157,-1.7292,-2.917
0.79853,-1.7054,-2.853
0.78164,-1.6749,-2.7916
0.76509,-1.6378,-2.7328
0.74895,-1.5942,-2.6769
0.73327,-1.5443,-2.6242
0.71813,-1.4884,-2.5749
0.70358,-1.4265,-2.529
0.68969,-1.3591,-2.4869
0.67649,-1.2862,-2.4487
0.66405,-1.2083,-2.4145
0.65242,-1.1257,-2.3845
0.63676,-1.0386,-2.3393
0.62687,-0.94734,-2.318
0.61792,-0.85238,-2.3012
0.60505,-5.6369,-1.2928
0.59806,-0.65277,-2.2617
0.5921,-0.5489,-2.2586
0.5872,-0.44287,-2.2602
0.58336,-0.33509,-2.2664
0.58061,-0.22598,-2.2772
0.57895,-0.11598,-2.2926
0.5784,-0.005527,-2.3125
0.57895,0.10495,-2.3368
0.58061,0.21501,-2.3654
0.58336,0.32423,-2.3983
0.5872,0.43216,-2.4352
0.5921,0.53839,-2.4761
0.59806,0.6425,-2.5207
0.60505,0.74406,-2.569
0.61303,0.8427,-2.6207
0.62199,0.938,-2.6755
0.63187,1.0296,-2.7334
0.64265,1.1171,-2.794
0.65429,1.2003,-2.8572
0.66673,1.2787,-2.9226
0.67992,1.352,-2.9901
0.69382,1.42,-3.0593
0.70837,1.4824,-3.13
0.72351,1.539,-3.2018
0.73918,1.5895,-3.2746
0.75532,1.6337,-3.348
0.77187,1.6715,-3.4218
0.78877,1.7026,-3.4956
0.80105,-3.1557,-2.573
0.82331,1.7447,-3.6422
0.83593,1.7555,-3.6948
0.85352,1.7593,-3.7659
0.8711,1.7562,-3.8356
0.88861,1.7461,-3.9037
0.90598,1.7292,-3.9698
0.92315,1.7054,-4.0337
0.93516,1.6749,-4.0756
0.95171,1.6378,-4.1344
0.96785,1.5942,-4.1902
0.98352,1.5443,-4.243
0.99378,1.4884,-4.2728
1.0034,1.4265,-4.2991
1.0076,1.3591,-4.3021
1.011,1.2862,-4.3013
1.0088,-3.6745,-3.3003
1.0107,1.1257,-4.2678
1.0117,1.0386,-4.2544
1.0216,0.94734,-4.2757
1.0208,0.85238,-4.2535
1.019,-4.1287,-3.2502
1.0162,0.65277,-4.1953
1.0075,0.5489,-4.1398
0.99288,0.44287,-4.0601
0.97719,0.33509,-3.9758
0.96041,-4.6568,-2.9103
0.9523,0.11598,-3.8324
0.95773,0.005527,-3.832
0.97671,4.7779,-4.8624
0.99947,4.6678,-4.9314
1.026,4.5586,-5.0158
1.0466,4.4507,-5.0765
1.0661,4.3444,-5.1333
1.0699,-0.6425,-4.1511
1.0776,4.1387,-5.138
1.0745,-0.8427,-4.1293
1.0753,-0.938,-4.1135
1.0703,3.8532,-5.0517
1.0595,-6,-3.038
1.0527,-1.2003,-3.9709
1.0403,-6.1615,-2.9289
1.0271,-6.2348,-2.8615
1.0181,-1.42,-3.7884
1.0035,-1.4824,-3.7177
0.98841,-6.4218,-2.6693
0.97273,-1.5895,-3.573
0.95659,-6.5165,-2.5231
0.94004,-1.6715,-3.4259
0.92803,-1.7026,-3.3716
0.90598,-1.7271,-3.2785
0.89349,-1.7447,-3.225
0.8711,-1.7555,-3.1333
0.8584,-1.7593,-3.0817
0.83593,-1.7562,-2.9925
0.82331,-1.7461,-2.944
0.80105,-1.7292,-2.8584
0.78877,3.1774,-3.7905
0.76699,-1.6749,-2.733
0.75532,-1.6378,-2.6937
0.7343,-1.5942,-2.6184
0.71862,-1.5443,-2.5656
0.70348,-1.4884,-2.5163
0.68894,-1.4265,-2.4704
0.67015,-1.3591,-2.4088
0.65696,-6.1691,-1.394
0.64452,-1.2083,-2.3364
0.63289,-1.1257,-2.3064
0.62211,3.8443,-3.2573
0.61222,-0.94734,-2.2594
0.59838,-0.85238,-2.2231
0.59528,-0.75407,-2.2303
0.5883,4.23,-3.1992
0.58234,-0.5489,-2.2196
0.57743,-0.44287,-2.2211
0.57359,-0.33509,-2.2274
0.57084,-0.22598,-2.2382
0.56919,-0.11598,-2.2535
0.56863,-0.005527,-2.2734
0.57407,0.10495,-2.3173
0.57572,0.21501,-2.3459
0.57848,0.32423,-2.3787
0.5872,0.43216,-2.4352
0.59699,0.53839,-2.4956
0.60294,0.6425,-2.5403
0.60993,0.74406,-2.5885
0.6228,0.8427,-2.6597
0.64152,0.938,-2.7537
0.65629,1.0296,-2.8311
0.67195,1.1171,-2.9112
0.68847,1.2003,-2.9939
0.70579,1.2787,-3.0789
0.72387,1.352,-3.1659
0.74265,1.42,-3.2546
0.7572,1.4824,-3.3253
0.77234,1.539,-3.3971
0.78801,1.5895,-3.4699
0.80415,1.6337,-3.5433
0.8207,1.6715,-3.6171
0.83759,1.7026,-3.6909
0.85476,1.7271,-3.7645
0.87213,1.7447,-3.8375
0.88965,1.7555,-3.9097
0.90723,1.7593,-3.9808
0.92481,1.7562,-4.0505
0.94232,1.7461,-4.1185
0.95969,1.7292,-4.1846
0.97686,1.7054,-4.2485
0.99375,1.6749,-4.31
1.0103,1.6378,-4.3688
1.0264,1.5942,-4.4246
1.0421,1.5443,-4.4773
1.0573,1.4884,-4.5267
1.0718,6.3093,-5.5491
1.0808,-3.5237,-3.6185
1.094,1.2862,-4.6333
1.1065,1.2083,-4.6675
1.1181,1.1257,-4.6975
1.1289,1.0386,-4.7232
1.1388,0.94734,-4.7445
1.1477,5.7352,-5.7379
1.1508,0.75407,-4.7541
1.1578,0.65277,-4.7617
1.1589,0.5489,-4.7453
1.1638,0.44287,-4.7437
1.1676,0.33509,-4.7375
1.1655,0.22598,-4.7071
1.1671,0.11598,-4.6918
1.1628,-4.8773,-3.6758
1.1623,-0.10495,-4.628
1.1606,-0.21501,-4.5994
1.1579,4.5586,-5.5431
1.1491,-0.43216,-4.5101
1.1442,4.3444,-5.4458
1.1334,-0.6425,-4.405
1.1264,-0.74406,-4.3568
1.1184,-0.8427,-4.3051
1.1095,-0.938,-4.2502
1.0947,-1.0296,-4.1728
1.0839,-1.1171,-4.1122
1.0723,-1.2003,-4.049
1.0598,-1.2787,-3.9836
1.0466,-1.352,-3.9162
1.0327,-1.42,-3.847
1.0182,-1.4824,-3.7763
1.0031,-1.539,-3.7044
0.98738,-1.5895,-3.6316
0.97124,-1.6337,-3.5582
0.95469,-1.6715,-3.4845
0.9378,-1.7026,-3.4107
0.92063,3.1557,-4.3137
0.90326,3.1381,-4.2406
0.88575,3.1274,-4.1685
0.86816,3.1235,-4.0974
0.8457,-1.7562,-3.0316
0.82819,-1.7461,-2.9635
0.81081,-1.7292,-2.8974
0.79365,-1.7054,-2.8335
0.77676,-1.6749,-2.772
0.76021,-1.6378,-2.7133
0.74406,-1.5942,-2.6574
0.72839,-1.5443,-2.6047
0.71325,-1.4884,-2.5553
0.6987,-1.4265,-2.5095
0.6848,-1.3591,-2.4674
0.67161,-1.2862,-2.4292
0.65917,-1.2083,-2.395
0.64754,-6.0085,-1.3885
0.63676,-5.9214,-1.3628
0.63175,-0.94734,-2.3375
0.6228,4.0304,-3.2973
0.61481,-0.75407,-2.3084
0.60783,4.23,-3.2773
0.60187,-0.5489,-2.2977
0.59208,-5.3257,-1.3032
0.58824,-5.2179,-1.3094
0.58549,-0.22598,-2.2968
0.58383,-0.11598,-2.3121
0.58328,-0.005527,-2.332
0.58383,0.10495,-2.3563
0.58549,0.21501,-2.385
0.58824,0.32423,-2.4178
0.59208,0.43216,-2.4547
0.59699,0.53839,-2.4956
0.60294,0.6425,-2.5403
0.60505,-4.1387,-1.5924
0.61303,0.8427,-2.6207
0.62199,0.938,-2.6755
0.63187,1.0296,-2.7334
0.64265,1.1171,-2.794
0.65429,1.2003,-2.8572
0.66673,1.2787,-2.9226
0.67992,6.2348,-3.9666
0.68894,-3.4628,-2.0632
0.70348,1.4824,-3.1104
0.71862,1.539,-3.1823
0.7343,1.5895,-3.2551
0.75044,1.6337,-3.3285
0.76699,1.6715,-3.4023
0.78388,1.7026,-3.4761
0.80105,1.7271,-3.5496
0.81842,1.7447,-3.6226
0.83593,1.7555,-3.6948
0.85352,1.7593,-3.7659
0.8711,1.7562,-3.8356
0.88373,-3.1367,-2.9076
0.9011,1.7292,-3.9502
0.91827,1.7054,-4.0141
0.93516,1.6749,-4.0756
0.94682,-3.245,-3.1383
0.96297,1.5942,-4.1707
0.97864,1.5443,-4.2234
0.99378,1.4884,-4.2728
1.0083,1.4265,-4.3186
1.0222,1.3591,-4.3607
1.0354,1.2862,-4.3989
1.0479,1.2083,-4.4331
1.0595,-3.7571,-3.4865
1.0752,5.9214,-5.4849
1.0802,0.94734,-4.5101
1.094,0.85238,-4.5465
1.0971,-4.1287,-3.5627
1.109,0.65277,-4.5664
1.1149,0.5489,-4.5695
1.1198,0.44287,-4.5679
1.1237,0.33509,-4.5617
1.1313,0.22598,-4.5704
1.133,0.11598,-4.555
1.1335,0.005527,-4.5352
1.133,-0.10495,-4.5109
1.1313,-0.21501,-4.4822
1.1286,-0.32423,-4.4494
1.1247,-0.43216,-4.4124
1.1198,-0.53839,-4.3716
1.1139,-0.6425,-4.3269
1.1069,-0.74406,-4.2787
1.0989,-0.8427,-4.227
1.0899,-0.938,-4.1721
1.08,-1.0296,-4.1142
1.0693,-1.1171,-4.0536
1.0576,-1.2003,-3.9905
1.0452,-1.2787,-3.925
1.032,-1.352,-3.8576
1.0181,-1.42,-3.7884
1.0035,-1.4824,-3.7177
0.98841,-1.539,-3.6458
0.97762,-1.5895,-3.5926
0.95659,-1.6337,-3.4996
0.94492,-1.6715,-3.4454
0.92803,-1.7026,-3.3716
0.91087,-1.7271,-3.298
0.89349,-1.7447,-3.225
0.88086,3.1274,-4.1489
0.8584,-6.6421,-2.1052
0.8457,-1.7562,-3.0316
0.82819,-1.7461,-2.9635
0.81081,-1.7292,-2.8974
0.79365,-1.7054,-2.8335
0.77676,-1.6749,-2.772
0.76021,-1.6378,-2.7133
0.74406,-1.5942,-2.6574
0.72839,-1.5443,-2.6047
0.71325,-1.4884,-2.5553
0.6987,-1.4265,-2.5095
0.68969,-1.3591,-2.4869
0.67161,-1.2862,-2.4292
0.66405,-1.2083,-2.4145
0.65242,-1.1257,-2.3845
0.64164,-5.9214,-1.3823
0.63175,-0.94734,-2.3375
0.62768,-0.85238,-2.3402
0.6197,-0.75407,-2.328
0.61271,-0.65277,-2.3203
0.60675,-0.5489,-2.3172
0.60673,-0.44287,-2.3383
0.60289,-0.33509,-2.3445
0.60014,-0.22598,-2.3554
0.59848,-0.11598,-2.3707
0.59793,-0.005527,-2.3906
0.59848,0.10495,-2.4149
0.60502,5.0978,-3.4396
0.60289,0.32423,-2.4764
0.61161,0.43216,-2.5329
0.61163,0.53839,-2.5542
0.61759,-4.2403,-1.6223
0.62458,0.74406,-2.6471
0.63745,0.8427,-2.7183
0.64152,0.938,-2.7537
0.6514,1.0296,-2.8115
0.66219,1.1171,-2.8722
0.67382,1.2003,-2.9353
