Error,ErrorRate,ControlSignal
-0.21855,-4.8828,2.489
-0.22344,0,1.5341
-0.22344,-4.8828,2.5129
-0.22344,0,1.5386
-0.21855,0,1.5213
-0.22344,0,1.543
-0.21855,0,1.5257
-0.22344,0,1.5475
-0.21855,4.8828,0.55359
-0.22344,0,1.5519
-0.22344,0,1.5542
-0.22832,0,1.5759
-0.22344,0,1.5587
-0.22832,0,1.5804
-0.22344,0,1.5631
-0.22344,0,1.5654
-0.21855,0,1.5481
-0.22344,0,1.5698
-0.21855,0,1.5524
-0.21855,0,1.5546
-0.21855,0,1.5568
-0.22344,0,1.5786
-0.21855,0,1.5612
-0.21855,0,1.5634
-0.21367,0,1.546
-0.21367,0,1.5482
-0.20391,0,1.5112
-0.19902,0,1.4937
-0.18926,0,1.4566
-0.18437,0,1.4389
-0.17461,0,1.4016
-0.16973,0,1.3838
-0.15996,0,1.3464
-0.75996,-600,123.75
-0.74531,0,3.6975
-0.68184,9.7656,1.4976
-0.55977,14.648,0.038936
-0.41816,14.648,-0.52263
-0.27656,9.7656,-0.10913
-0.20332,4.8828,0.57677
-0.15449,0,1.3597
-0.11055,0,1.1852
-0.066602,4.8828,0.033743
-0.032422,4.8828,-0.1025
-0.0080078,0,0.77659
0.021289,4.8828,-0.31723
0.055469,0,0.52221
0.084766,0,0.40428
0.10918,0,0.30563
0.13848,4.8828,-0.78936
0.16777,0,0.06846
0.20195,4.8828,-1.0467
0.22637,0,-0.16995
0.25566,4.8828,-1.2661
0.28008,4.8828,-1.3665
0.29961,4.8828,-1.4475
0.31426,0,-0.53261
0.32891,4.8828,-1.571
0.33379,0,-0.61729
0.33379,0,-0.62065
0.33379,0,-0.62403
0.32891,0,-0.60781
0.31426,0,-0.55242
0.29961,0,-0.4969
0.28008,0,-0.42165
0.26055,0,-0.34621
0.24102,-4.8828,0.70598
0.22637,-4.8828,0.76222
0.2166,0,-0.17749
0.20195,0,-0.12097
0.19219,0,-0.083883
0.1873,4.8828,-1.0428
0.18242,0,-0.048538
0.1873,4.8828,-1.0465
0.19219,0,-0.091327
0.20195,4.8828,-1.1089
0.21172,0,-0.17348
0.22148,0,-0.21471
0.23613,0,-0.27561
0.2459,0,-0.31709
0.25566,0,-0.35868
0.26543,0,-0.40037
0.2752,4.8828,-1.4187
0.2752,0,-0.44489
0.2752,0,-0.44765
0.2752,0,-0.4504
0.27031,0,-0.43358
0.26055,0,-0.39715
0.25566,0,-0.3802
0.2459,0,-0.34364
0.23613,0,-0.30699
0.22637,0,-0.27024
0.2166,0,-0.23341
0.21172,0,-0.21601
0.20195,0,-0.17901
0.19707,0,-0.16147
0.19219,4.8828,-1.1204
0.1873,0,-0.1262
0.18242,0,-0.10853
0.18242,0,-0.11035
0.18242,0,-0.11217
0.18242,0,-0.11399
0.18242,0,-0.11582
0.17754,0,-0.098077
0.17754,0,-0.099852
0.17266,0,-0.082067
0.17266,0,-0.083794
0.16289,-4.8828,0.93015
0.16289,0,-0.048047
0.15801,0,-0.030111
0.15801,0,-0.031691
0.15312,0,-0.013706
0.14824,0,0.0043139
0.14824,4.8828,-0.97371
0.14336,0,0.020929
0.14824,0,-5.04e-05
0.14824,0,-0.0015328
0.15312,0,-0.022576
0.15801,0,-0.043672
0.16289,0,-0.064803
0.17266,4.8828,-1.0821
0.17754,0,-0.12682
0.1873,4.8828,-1.1443
0.19219,0,-0.18912
0.19707,0,-0.21058
0.19707,0,-0.21256
0.20195,0,-0.2341
0.20195,0,-0.23612
0.20195,0,-0.23814
0.19707,0,-0.22059
0.19707,0,-0.22256
0.19219,0,-0.20496
0.1873,0,-0.18732
0.78242,600,-122.57
0.77754,0,-2.5585
0.72383,-9.7656,-0.39805
0.60176,-14.648,1.0602
0.43086,-19.531,2.7153
0.29414,-9.7656,1.3055
0.23066,-4.8828,0.58031
0.1916,-4.8828,0.73446
0.15254,-4.8828,0.88902
0.11836,0,0.047863
0.08418,0,0.18362
0.054883,-4.8828,1.2767
0.030469,0,0.39738
0.010938,0,0.4753
-0.013477,0,0.57299
-0.047656,-4.8828,1.6866
-0.07207,0,0.8083
-0.086719,0,0.86771
-0.11113,0,0.96638
-0.14531,0,1.1044
-0.17461,0,1.2232
-0.18437,0,1.2641
-0.20391,-4.8828,2.3208
-0.22344,0,1.4245
-0.25273,-4.8828,2.5206
-0.27227,0,1.6248
-0.2918,-4.8828,2.6823
-0.30156,0,1.7478
-0.30645,0,1.7704
-0.30156,4.8828,0.77736
-0.29668,0,1.7374
-0.28203,0,1.6817
-0.26738,0,1.6258
-0.25273,0,1.5699
-0.23809,0,1.5137
-0.22344,0,1.4574
-0.21855,0,1.4401
-0.20879,0,1.4032
-0.20879,0,1.4053
-0.20879,0,1.4074
-0.21367,0,1.429
-0.21855,0,1.4507
-0.22344,0,1.4725
-0.22344,0,1.4747
-0.22832,0,1.4965
-0.22832,0,1.4988
-0.22832,0,1.5011
-0.22832,0,1.5034
-0.22832,0,1.5057
-0.22344,0,1.4884
-0.22344,0,1.4907
-0.21855,0,1.4733
-0.21855,0,1.4755
-0.21855,-4.8828,2.4543
-0.21855,0,1.4799
-0.21855,0,1.4821
-0.22344,0,1.5038
-0.22344,0,1.5061
-0.22832,0,1.5279
-0.2332,0,1.5497
-0.23809,0,1.5717
-0.23809,0,1.574
-0.24297,0,1.596
-0.24297,0,1.5984
-0.24785,-4.8828,2.597
-0.24785,0,1.6229
-0.24297,0,1.6058
-0.24297,0,1.6082
-0.24297,0,1.6107
-0.23809,0,1.5935
-0.2332,4.8828,0.59979
-0.2332,0,1.5787
-0.22832,4.8828,0.58491
-0.22832,0,1.5638
-0.22832,0,1.566
-0.22344,0,1.5488
-0.22344,0,1.551
-0.21855,0,1.5337
-0.21367,0,1.5163
-0.20879,0,1.4989
-0.20391,0,1.4815
-0.19902,0,1.4639
-0.19414,0,1.4464
-0.18926,0,1.4288
-0.18926,0,1.4307
-0.18437,0,1.413
-0.18437,0,1.4149
-0.18437,-4.8828,2.3932
-0.17949,0,1.399
-0.17949,0,1.4008
-0.17949,0,1.4026
-0.17949,0,1.4044
-0.17949,0,1.4062
-0.17461,0,1.3884
-0.17461,0,1.3901
-0.17461,0,1.3919
-0.16973,4.8828,0.3975
-0.17461,-4.8828,2.3719
-0.16973,0,1.3775
-0.17461,0,1.3988
-0.77461,-600,123.8
-0.77461,0,3.8089
-0.71602,9.7656,1.6288
-0.61348,9.7656,1.2253
-0.49141,14.648,-0.23407
-0.3498,14.648,-0.79633
-0.22773,9.7656,-0.30526
-0.16426,4.8828,0.41929
-0.12031,4.8828,0.2449
-0.086133,4.8828,0.1092
-0.056836,4.8828,-0.0072711
-0.032422,0,0.87207
0.0017578,4.8828,-0.24108
0.026172,0,0.63766
0.060352,4.8828,-0.47606
0.084766,0,0.4021
0.11895,4.8828,-0.71223
0.14824,4.8828,-0.83076
0.17754,4.8828,-0.94957
0.20195,4.8828,-1.0491
0.23125,4.8828,-1.1685
0.25078,0,-0.27244
0.2752,4.8828,-1.3493
0.28984,0,-0.43415
0.30449,0,-0.49573
0.31426,0,-0.53791
0.31914,0,-0.56061
0.31914,0,-0.5638
0.31426,-4.8828,0.42911
0.30937,0,-0.53105
0.30449,0,-0.51458
0.29473,0,-0.47849
0.28496,0,-0.44231
0.27031,-4.8828,0.59006
0.26543,0,-0.36965
0.25566,0,-0.33318
0.25078,0,-0.31616
0.24102,0,-0.27954
0.23613,0,-0.2624
0.23613,0,-0.26476
0.23613,0,-0.26711
0.23613,4.8828,-1.246
0.23613,0,-0.27181
0.24102,0,-0.29374
0.2459,0,-0.31571
0.2459,0,-0.31816
0.2459,0,-0.32062
0.2459,0,-0.32308
0.24102,-4.8828,0.67057
0.23613,0,-0.28886
0.23125,0,-0.27166
0.22148,-4.8828,0.7417
0.2166,-4.8828,0.75902
0.20684,0,-0.18061
0.20195,0,-0.16311
0.1873,0,-0.10646
0.18242,0,-0.088773
0.17266,0,-0.051476
0.16777,0,-0.033637
0.15801,0,0.0038012
0.15801,0,0.0022211
0.15312,0,0.020221
0.15312,0,0.018695
0.14824,0,0.036734
0.15312,0,0.015681
0.15312,0,0.01415
0.15801,0,-0.0069469
0.15801,0,-0.0085367
0.16289,-4.8828,0.94686
0.16777,0,-0.050911
0.17754,4.8828,-1.0683
0.17754,0,-0.09347
0.1873,0,-0.13437
0.19219,0,-0.15579
0.19707,0,-0.17727
0.20195,0,-0.19881
0.20684,0,-0.2204
0.21172,0,-0.24204
0.2166,0,-0.26372
0.2166,0,-0.26589
0.22148,0,-0.28762
0.2166,0,-0.27029
0.22148,0,-0.29202
0.2166,0,-0.27468
0.22148,0,-0.29642
0.2166,0,-0.27908
0.2166,0,-0.28124
0.21172,0,-0.26386
0.20684,-4.8828,0.73012
0.20195,0,-0.22896
0.19707,0,-0.21143
0.1873,-4.8828,0.80227
0.1873,0,-0.17617
0.17754,0,-0.13893
0.17266,0,-0.12116
0.16777,0,-0.10334
0.16289,0,-0.085472
0.15801,0,-0.06755
0.15312,0,-0.04958
0.14824,0,-0.03156
0.74824,600,-122.43
0.73359,-4.8828,-1.4059
0.67988,-9.7656,-0.22162
0.54805,-14.648,1.2761
0.39668,-14.648,1.877
0.29414,-4.8828,0.33064
0.23555,-4.8828,0.56243
0.18184,-4.8828,0.77521
0.12813,-4.8828,0.98851
0.079297,-4.8828,1.1828
0.035352,-4.8828,1.358
-0.0037109,-4.8828,1.5142
-0.023242,0,0.61587
-0.047656,-4.8828,1.6905
-0.07207,-4.8828,1.7887
-0.10137,0,0.93019
-0.13066,-4.8828,2.0251
-0.14531,0,1.1085
-0.15996,0,1.1686
-0.18926,-4.8828,2.2641
-0.21367,-4.8828,2.3638
-0.2332,0,1.4676
-0.25273,0,1.5482
-0.26738,0,1.6094
-0.27715,0,1.6511
-0.28203,0,1.6735
-0.28203,0,1.6763
-0.27715,0,1.6596
-0.26738,0,1.6232
-0.25762,0,1.5868
-0.24297,0,1.5307
-0.2332,0,1.494
-0.22344,0,1.4572
-0.21855,0,1.4398
-0.21367,0,1.4225
-0.21367,0,1.4246
-0.21855,-4.8828,2.4228
-0.21855,0,1.4484
-0.22344,0,1.4702
-0.2332,0,1.5115
-0.23809,0,1.5334
-0.24297,0,1.5554
-0.24785,0,1.5773
-0.25273,0,1.5994
-0.25762,0,1.6215
-0.2625,-4.8828,2.6201
-0.25762,4.8828,0.65007
-0.25762,4.8828,0.65267
-0.25762,0,1.6318
-0.25762,0,1.6344
-0.25273,4.8828,0.64084
-0.25273,0,1.62
-0.25273,0,1.6225
-0.25273,0,1.625
-0.25273,0,1.6275
-0.25273,0,1.6301
-0.24785,4.8828,0.63645
-0.24785,0,1.6155
-0.24297,4.8828,0.62186
-0.24297,0,1.6009
-0.23809,0,1.5837
-0.2332,0,1.5666
-0.22832,0,1.5493
-0.22344,0,1.532
-0.21367,4.8828,0.51859
-0.20879,0,1.4777
-0.20391,0,1.4603
-0.19902,0,1.4428
-0.19414,0,1.4252
-0.19414,0,1.4272
-0.19414,0,1.4291
-0.19902,-4.8828,2.4272
-0.19902,0,1.4526
-0.19902,0,1.4545
-0.19414,4.8828,0.46044
-0.19414,4.8828,0.46242
-0.19414,0,1.4409
-0.18926,4.8828,0.44676
-0.18926,0,1.4252
-0.18437,0,1.4076
-0.18437,0,1.4094
-0.17949,0,1.3917
-0.17949,0,1.3935
-0.17949,4.8828,0.41877
-0.18437,0,1.4167
-0.18437,0,1.4185
-0.18926,0,1.4399
-0.19414,0,1.4614
-0.19414,0,1.4633
-0.19902,0,1.4849
-0.20391,0,1.5064
-0.20879,0,1.528
-0.20879,0,1.5301
-0.21367,0,1.5518
-0.21855,0,1.5735
-0.21855,0,1.5756
-0.21855,0,1.5778
-0.21855,4.8828,0.60348
-0.21855,4.8828,0.60568
-0.21855,4.8828,0.6079
-0.24297,0,1.3538
-0.23809,0,1.3367
-0.23809,0,1.3391
-0.2332,0,1.3219
-0.2332,0,1.3242
-0.22832,0,1.307
-0.2332,-4.8828,2.3054
-0.2332,-4.8828,2.3077
-0.2332,0,1.3335
-0.2332,0,1.3358
-0.2332,0,1.3382
-0.2332,0,1.3405
-0.2332,0,1.3428
-0.2332,0,1.3452
-0.22832,0,1.3279
-0.22344,0,1.3106
-0.21855,0,1.2933
-0.20879,0,1.2564
-0.20391,0,1.2389
-0.19902,0,1.2214
-0.19414,0,1.2038
-0.18926,0,1.1862
-0.18437,0,1.1686
-0.17949,0,1.1508
-0.17949,0,1.1527
-0.17949,0,1.1545
-0.17949,0,1.1563
-0.18437,0,1.1776
-0.18437,0,1.1795
-0.18926,-4.8828,2.1774
-0.18926,0,1.2027
-0.19414,-4.8828,2.2007
-0.19414,0,1.2261
-0.19902,0,1.2476
-0.20391,0,1.2692
-0.20391,0,1.2712
-0.21367,0,1.3124
-0.21855,-4.8828,2.3106
-0.22344,-4.8828,2.3323
-0.22344,0,1.358
-0.22344,0,1.3602
-0.21855,0,1.3429
-0.21855,0,1.3451
-0.21367,0,1.3277
-0.20879,4.8828,0.33377
-0.20391,0,1.2929
-0.19902,4.8828,0.29882
-0.19414,0,1.2578
-0.18926,0,1.2402
-0.18926,0,1.2421
-0.18437,4.8828,0.2479
-0.18926,-4.8828,2.2224
-0.18926,0,1.2477
-0.18926,0,1.2496
-0.19414,0,1.2711
-0.19414,0,1.273
-0.19414,0,1.275
-0.19902,0,1.2965
-0.19902,0,1.2985
-0.19414,0,1.2809
-0.18926,4.8828,0.28675
-0.18437,0,1.2457
-0.17949,4.8828,0.25141
-0.17461,0,1.2102
-0.16484,4.8828,0.1963
-0.15996,0,1.155
-0.15508,0,1.137
-0.1502,0,1.119
-0.14531,0,1.1009
-0.14531,-4.8828,2.0789
-0.14043,0,1.0842
-0.14043,0,1.0856
-0.14043,0,1.0871
-0.14531,0,1.108
-0.14531,0,1.1095
-0.1502,0,1.1305
-0.1502,0,1.132
-0.15508,0,1.153
-0.15996,0,1.1742
-0.16484,0,1.1953
-0.16484,0,1.197
-0.16973,0,1.2182
-0.17461,0,1.2395
-0.17949,0,1.2608
-0.17949,0,1.2626
-0.17949,0,1.2644
-0.17949,0,1.2662
-0.18437,-4.8828,2.2641
-0.17949,0,1.2698
-0.17949,0,1.2716
-0.17461,0,1.2538
-0.17461,0,1.2556
-0.16973,0,1.2377
-0.16973,0,1.2394
-0.16484,0,1.2216
-0.16484,0,1.2232
-0.15996,4.8828,0.22878
-0.16484,-4.8828,2.203
-0.15996,0,1.2086
-0.15996,0,1.2102
-0.15996,0,1.2118
-0.16484,-4.8828,2.2095
-0.15996,0,1.215
-0.15996,0,1.2166
-0.15508,0,1.1986
-0.15508,0,1.2002
-0.1502,0,1.1822
-0.1502,0,1.1837
-0.14531,0,1.1656
-0.74531,0,3.5713
-0.70625,4.8828,2.4457
-0.60859,9.7656,1.0851
-0.46211,19.531,-1.4486
-0.31074,14.648,-1.0738
-0.21309,4.8828,0.49125
-0.16426,4.8828,0.29777
-0.12031,4.8828,0.12339
-0.076367,4.8828,-0.051447
-0.037305,4.8828,-0.20713
-0.0080078,4.8828,-0.32411
0.021289,0,0.53519
0.050586,0,0.41762
0.084766,0,0.28019
0.11406,4.8828,-0.81457
0.14336,4.8828,-0.93304
0.17754,4.8828,-1.0714
0.20684,0,-0.21395
0.23613,4.8828,-1.3099
0.26543,4.8828,-1.4296
0.28984,4.8828,-1.5301
0.30937,0,-0.63463
0.32891,0,-0.71598
0.34844,4.8828,-1.774
0.35332,0,-0.82053
0.36309,0,-0.8632
0.36309,0,-0.86685
0.36797,0,-0.89005
0.36309,0,-0.87416
0.3582,0,-0.85821
0.34355,0,-0.80311
0.33379,-4.8828,0.20912
0.31914,0,-0.71211
0.30937,0,-0.67619
0.29473,0,-0.62059
0.28008,0,-0.56485
0.26055,-4.8828,0.48715
0.25078,0,-0.45292
0.23613,0,-0.39676
0.22637,-4.8828,0.61654
0.2166,0,-0.32318
0.2166,4.8828,-1.3019
0.21172,0,-0.30792
0.21172,0,-0.31003
0.21172,0,-0.31215
0.2166,0,-0.33383
0.22148,0,-0.35556
0.22637,-4.8828,0.59922
0.23125,0,-0.39919
0.24102,0,-0.44063
0.2459,0,-0.46261
0.25566,0,-0.50419
0.25566,0,-0.50676
0.26543,0,-0.54844
0.26543,0,-0.55109
0.26543,0,-0.55375
0.26055,0,-0.53686
0.26055,0,-0.53946
0.25078,-4.8828,0.47361
0.2459,-4.8828,0.49064
0.23613,-4.8828,0.52726
0.23125,0,-0.43211
0.22637,4.8828,-1.3914
0.22148,0,-0.39754
0.2166,0,-0.38018
0.21172,0,-0.36277
0.20684,0,-0.34532
0.20195,0,-0.32784
0.19707,0,-0.31029
0.19219,0,-0.29272
0.1873,-4.8828,0.70146
0.19219,0,-0.29655
0.19219,0,-0.29847
0.19219,0,-0.30039
0.19219,0,-0.30232
0.19707,0,-0.32382
0.19707,0,-0.32579
0.19707,0,-0.32776
0.19707,0,-0.32973
0.19707,0,-0.3317
0.19219,0,-0.31409
0.19219,0,-0.31601
0.1873,0,-0.29835
0.18242,0,-0.28067
0.17754,0,-0.26294
0.17754,0,-0.26471
0.17266,0,-0.24694
0.17266,0,-0.24867
0.16777,0,-0.23084
0.16777,-4.8828,0.74402
0.16777,0,-0.23423
0.17266,0,-0.25549
0.17754,4.8828,-1.2533
0.18242,0,-0.2981
0.1873,0,-0.31949
0.19707,0,-0.3605
0.20195,0,-0.38203
0.20684,0,-0.40362
0.21172,4.8828,-1.4018
0.2166,0,-0.44691
0.2166,0,-0.44907
0.2166,0,-0.45125
0.21172,0,-0.43387
0.21172,0,-0.43599
0.20195,0,-0.39897
0.19219,0,-0.36189
0.18242,0,-0.3247
0.17266,0,-0.28742
0.16289,0,-0.25003
0.15312,0,-0.21255
0.14824,0,-0.19453
0.14336,0,-0.17644
0.13848,0,-0.1583
0.13848,0,-0.15969
0.13848,0,-0.16107
0.14336,0,-0.18202
0.14336,0,-0.18346
0.14336,-4.8828,0.79166
0.14824,0,-0.20591
0.15312,0,-0.22696
0.15312,0,-0.22849
0.15801,0,-0.24959
0.15801,0,-0.25116
0.15801,0,-0.25274
0.16289,0,-0.2739
0.16289,0,-0.27552
0.16289,0,-0.27715
0.15801,0,-0.25924
0.15312,0,-0.24126
0.14824,0,-0.22325
0.14336,0,-0.20517
0.13848,0,-0.18704
0.13359,0,-0.16887
0.12871,0,-0.15065
0.12871,0,-0.15193
0.12871,0,-0.15322
0.13359,4.8828,-1.1506
0.13359,0,-0.1754
0.14336,4.8828,-1.1924
0.14824,0,-0.23685
0.15312,0,-0.25787
0.15801,0,-0.27896
0.16289,0,-0.30009
0.16777,0,-0.32128
0.16777,0,-0.32295
0.16777,0,-0.32463
0.16777,0,-0.32631
0.16289,0,-0.30844
0.15801,0,-0.29051
0.15312,0,-0.27254
0.14824,0,-0.25451
0.14336,0,-0.23644
0.13848,0,-0.21831
0.13359,0,-0.20014
0.12871,0,-0.18191
0.12383,0,-0.16365
0.11895,0,-0.14532
0.11406,0,-0.12697
0.11406,0,-0.12812
0.11406,0,-0.12926
0.11406,0,-0.1304
0.11406,0,-0.13154
0.11406,0,-0.13268
0.11406,0,-0.13384
0.11895,0,-0.15456
0.12383,0,-0.17532
0.72871,600,-122.6
0.72383,-4.8828,-1.6079
0.67988,-4.8828,-1.4392
0.55781,-14.648,0.99602
0.39668,-14.648,1.6359
0.28438,-9.7656,1.1052
0.23066,0,-0.63556
0.18184,-4.8828,0.53428
0.13301,-4.8828,0.72803
0.089063,-4.8828,0.9027
0.045117,-4.8828,1.0778
0.010938,-4.8828,1.2143
-0.013477,0,0.33542
-0.037891,-4.8828,1.4099
-0.057422,0,0.51195
-0.081836,0,0.6103
-0.11113,0,0.72849
-0.13066,0,0.80785
-0.14531,0,0.86784
-0.16973,0,0.96709
-0.19902,0,1.0862
-0.21855,0,1.1664
-0.2332,0,1.2272
-0.24785,0,1.2882
-0.2625,0,1.3494
-0.27227,0,1.3912
-0.27715,0,1.4135
-0.28203,0,1.4358
-0.27715,4.8828,0.44252
-0.27715,0,1.4219
-0.26738,4.8828,0.40896
-0.2625,0,1.3686
-0.25762,0,1.3517
-0.25273,0,1.3347
-0.24785,0,1.3177
-0.24785,0,1.3202
-0.24785,0,1.3226
-0.24785,4.8828,0.34855
-0.25273,4.8828,0.37062
-0.25762,0,1.3693
-0.2625,0,1.3914
-0.26738,0,1.4136
-0.26738,4.8828,0.43974
-0.26738,0,1.419
-0.26738,0,1.4217
-0.2625,0,1.4048
-0.25762,0,1.3879
-0.25273,4.8828,0.39433
-0.25273,0,1.3734
-0.25273,0,1.376
-0.24785,0,1.359
-0.24785,0,1.3615
-0.24785,0,1.364
-0.24785,0,1.3665
-0.24785,0,1.369
-0.24785,0,1.3714
-0.24785,0,1.3739
-0.24785,0,1.3764
-0.24785,0,1.3789
-0.24785,0,1.3814
-0.24297,4.8828,0.38777
-0.24297,0,1.3668
-0.23809,0,1.3497
-0.2332,0,1.3325
-0.22832,0,1.3153
-0.21855,4.8828,0.30189
-0.21367,0,1.2611
-0.20879,0,1.2437
-0.19902,4.8828,0.2301
-0.19414,4.8828,0.21256
-0.19414,0,1.1911
-0.18926,0,1.1734
-0.18926,0,1.1753
-0.18926,0,1.1772
-0.18926,0,1.1791
-0.19414,0,1.2006
-0.19902,-4.8828,2.1986
-0.19902,0,1.2241
-0.20879,-4.8828,2.2417
-0.20879,0,1.2673
-0.21855,-4.8828,2.285
-0.21855,0,1.3107
-0.22344,0,1.3324
-0.22344,0,1.3347
-0.22344,0,1.3369
-0.22344,0,1.3391
-0.22344,0,1.3414
-0.21855,0,1.3241
-0.21855,0,1.3263
-0.21855,0,1.3284
-0.21855,0,1.3306
-0.21855,0,1.3328
-0.21855,0,1.335
-0.21367,0,1.3176
-0.21367,0,1.3198
-0.20879,0,1.3023
-0.20879,0,1.3045
-0.20879,0,1.3065
-0.21367,0,1.3282
-0.21367,-4.8828,2.3069
-0.21367,0,1.3325
-0.21367,0,1.3346
-0.21855,-4.8828,2.3329
-0.21367,0,1.3389
-0.21367,0,1.3411
-0.20879,0,1.3236
-0.20391,0,1.3062
-0.19414,0,1.2691
-0.18926,0,1.2515
-0.18437,0,1.2338
-0.17949,0,1.2161
-0.17461,0,1.1983
-0.16973,0,1.1805
-0.16484,0,1.1627
-0.16484,0,1.1643
-0.15996,0,1.1464
-0.15996,0,1.148
-0.15508,0,1.13
-0.15508,4.8828,0.15505
-0.15996,-4.8828,2.1293
-0.15996,0,1.1543
-0.15996,0,1.1559
-0.15996,0,1.1575
-0.16484,0,1.1787
-0.16973,0,1.1999
-0.16973,0,1.2016
-0.17461,0,1.2228
-0.17461,0,1.2246
-0.17949,0,1.2459
-0.17949,0,1.2477
-0.18437,0,1.2691
-0.18437,0,1.2709
-0.18437,0,1.2728
-0.18437,0,1.2746
-0.18437,0,1.2764
-0.18437,0,1.2783
-0.17949,4.8828,0.28402
-0.17949,0,1.2624
-0.17949,0,1.2642
-0.17949,0,1.266
-0.17461,0,1.2482
-0.17461,0,1.25
-0.17461,0,1.2517
-0.17461,-4.8828,2.23
-0.17461,0,1.2552
-0.17461,0,1.2569
-0.17949,0,1.2782
-0.17949,0,1.28
-0.17949,0,1.2818
-0.17949,0,1.2836
-0.17949,0,1.2854
-0.17461,0,1.2677
-0.17461,0,1.2694
-0.16973,0,1.2516
-0.15996,4.8828,0.23764
-0.15508,0,1.1962
-0.14531,0,1.1587
-0.14043,0,1.1406
-0.13555,0,1.1224
-0.13066,0,1.1042
-0.12578,0,1.0859
-0.12578,-4.8828,2.0637
-0.1209,0,1.0689
-0.1209,0,1.0701
-0.1209,0,1.0713
-0.12578,0,1.092
-0.12578,0,1.0933
-0.72578,0,3.497
-0.70625,4.8828,2.4495
-0.63301,9.7656,1.1866
-0.11241,-0.42,0.17428
-0.11661,-0.42,0.19222
-0.1257,-0.42,0.22976
-0.13478,-0.42,0.26738
-0.13898,-0.42,0.28556
-0.1383,-0.42,0.28422
-0.13761,-0.42,0.28287
-0.12717,4.4628,-0.73415
-0.11672,-0.42,0.20184
-0.09162,4.4628,-0.87406
-0.071406,-0.42,0.02245
-0.041427,4.4628,-1.0735
-0.021212,4.4628,-1.154
-0.0058812,4.4628,-1.2152
-0.0051984,-0.42,-0.24134
-0.014281,-5.3028,0.77164
-0.03313,-0.42,-0.1293
-0.051978,-0.42,-0.053473
-0.080592,-5.3028,1.0382
-0.094558,-0.42,0.1184
-0.11341,-0.42,0.19484
-0.12737,-5.3028,1.2285
-0.13645,-0.42,0.28957
-0.14065,-0.42,0.30776
-0.14485,4.4628,-0.65056
-0.14417,-0.42,0.32472
-0.13861,4.4628,-0.67268
-0.13304,-0.42,0.28298
-0.12259,-0.42,0.24246
-0.10726,-0.42,0.18228
-0.09193,-0.42,0.12193
-0.066833,4.4628,-0.95425
-0.046619,-0.42,-0.057987
-0.021522,-0.42,-0.15806
-0.0013078,4.4628,-1.2154
0.014023,-0.42,-0.30022
0.024472,-0.42,-0.34223
0.030038,-0.42,-0.36477
0.020955,-0.42,-0.3287
0.011872,-5.3028,0.68401
-0.0020937,-0.42,-0.23675
-0.011177,-0.42,-0.20035
-0.025142,-0.42,-0.14429
-0.034225,-0.42,-0.10768
-0.038425,-0.42,-0.090517
-0.037742,-0.42,-0.09288
-0.037059,-0.42,-0.09524
-0.031494,-0.42,-0.11717
-0.025928,-0.42,-0.13915
-0.01548,-0.42,-0.18075
-0.0050312,4.4628,-1.199
0.0054172,-0.42,-0.26423
0.010983,-0.42,-0.28659
0.021431,-0.42,-0.32857
0.03188,4.4628,-1.3472
0.037445,-0.42,-0.39326
0.043011,-0.42,-0.41594
0.048577,-0.42,-0.4387
0.049259,-0.42,-0.44193
0.049942,-0.42,-0.44518
0.045742,-0.42,-0.42886
0.036659,-5.3028,0.58361
0.027577,-0.42,-0.35695
0.013611,-0.42,-0.30129
-0.00035469,-5.3028,0.73105
-0.0094375,-0.42,-0.20915
-0.01852,-0.42,-0.17267
-0.027603,-0.42,-0.13609
-0.036686,-0.42,-0.099445
-0.036003,-0.42,-0.10183
-0.040203,-0.42,-0.084642
-0.03952,-0.42,-0.086987
-0.038838,-0.42,-0.089344
-0.028389,4.4628,-1.1074
-0.022823,4.4628,-1.1294
-0.012375,-0.42,-0.19443
0.0078391,4.4628,-1.2518
0.028053,4.4628,-1.3329
0.048267,4.4628,-1.4141
0.068481,4.4628,-1.4956
0.083813,4.4628,-1.5576
0.094261,-0.42,-0.62376
0.099827,-0.42,-0.647
0.10051,-0.42,-0.65075
0.10119,-0.42,-0.65451
0.092109,-0.42,-0.61915
0.083027,-0.42,-0.58369
0.073944,-0.42,-0.54815
0.064861,-0.42,-0.51251
0.060661,-0.42,-0.49634
0.051578,-0.42,-0.46056
0.052261,-0.42,-0.46382
0.052944,-0.42,-0.46706
0.053627,-0.42,-0.47033
0.059192,-0.42,-0.49316
0.064758,-0.42,-0.51606
0.075206,-0.42,-0.55856
0.085655,4.4628,-1.5777
0.096103,4.4628,-1.6204
0.10655,-0.42,-0.68666
0.12188,-0.42,-0.74915
0.1421,4.4628,-1.8079
0.15743,4.4628,-1.8707
0.17276,4.4628,-1.9337
0.18321,4.4628,-1.9773
0.18877,-0.42,-1.0248
0.18946,-0.42,-1.0294
0.18037,-0.42,-0.99498
0.17129,-0.42,-0.9604
0.14756,-5.3028,0.10951
0.72383,599.58,-123.17
0.7001,-5.3028,-2.1097
0.64219,-10.186,-0.90826
0.51103,-15.068,0.58715
0.34082,-15.068,1.2639
0.22431,-10.186,0.75062
0.17617,-5.3028,-0.035319
0.1329,-5.3028,0.1362
0.089642,-5.3028,0.30819
0.051262,-0.42,-0.51552
0.017766,-0.42,-0.38183
-0.0059656,-0.42,-0.28694
